Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
94,tt29363748,2025-10-08,2025-10-08,,"Judge Dee's Mystery","Da tang di gong an",https://www.imdb.com/title/tt29363748/,TV Series,7.2,45,2024,"Drama, History, Mystery",419,2024-02-06,,,
95,tt6186406,2025-10-08,2025-10-08,,"Boss & Me","Shan Shan Lai Le",https://www.imdb.com/title/tt6186406/,TV Series,7.2,45,2014,"Comedy, Drama, Romance",861,2014-06-08,,,
96,tt10508838,2025-10-08,2025-10-08,,"Double World","Zheng tu",https://www.imdb.com/title/tt10508838/,Movie,6.2,110,2020,"Action, Adventure, Fantasy",4984,2020-07-21,"Teddy Chan",,
97,tt5278930,2025-10-08,2025-10-08,,"Sky Ladder: The Art of Cai Guo-Qiang","Sky Ladder: The Art of Cai Guo-Qiang",https://www.imdb.com/title/tt5278930/,Movie,7.3,76,2016,"Documentary",1710,2016-10-14,"Kevin Macdonald",,
98,tt13598976,2025-10-08,2025-10-08,,"The Soul","Ji hun",https://www.imdb.com/title/tt13598976/,Movie,6.6,130,2021,"Drama, Horror, Mystery, Sci-Fi, Thriller",3600,2021-01-15,"Wei-Hao Cheng",,
99,tt8434720,2025-10-08,2025-10-08,,"A Love So Beautiful","Zhi Wo Men Dan Chun De Xiao Mei Hao",https://www.imdb.com/title/tt8434720/,TV Series,7.9,45,2017,"Comedy, Drama, Romance",2190,2017-11-09,,,
100,tt15620158,2025-10-08,2025-10-08,,"American Girl","Mei guo nu hai",https://www.imdb.com/title/tt15620158/,Movie,7.1,101,2021,"Drama, Family",1841,2021-12-03,"Feng-I Fiona Roan",,
101,tt10097544,2025-10-08,2025-10-08,,"Super Me","Chao ji de wo",https://www.imdb.com/title/tt10097544/,Movie,5.8,102,2019,"Drama, Fantasy, Mystery, Sci-Fi",2168,2021-04-09,"Chong Zhang",,
102,tt11242242,2025-10-08,2025-10-08,,"The Bridge Curse","Nu guiqiao",https://www.imdb.com/title/tt11242242/,Movie,5.3,88,2020,"Horror, Mystery, Thriller",2532,2020-08-27,"Lester Hsi",,
103,tt4304720,2025-10-08,2025-10-08,,"The Fierce Wife","Xi li ren qi",https://www.imdb.com/title/tt4304720/,TV Series,7.1,,2010,"Drama",148,2010-11-05,,,
104,tt22742070,2025-10-08,2025-10-08,,"The Abandoned","Cha wu ci xin",https://www.imdb.com/title/tt22742070/,Movie,6.3,128,2022,"Crime, Drama, Mystery, Thriller",2456,2023-09-08,"Ying-Ting Tseng",,
105,tt26686436,2025-10-08,2025-10-08,,"Eye of the Storm","Yi qi",https://www.imdb.com/title/tt26686436/,Movie,6.3,118,2023,"Drama",938,2023-04-14,"Chun-Yang Lin",,
106,tt9817290,2025-10-08,2025-10-08,,"Hun qiu xi men","Hun qiu xi men",https://www.imdb.com/title/tt9817290/,TV Mini Series,6.3,,2019,"Comedy, Drama, Horror, Thriller",162,2019-03-16,,,
107,tt4381290,2025-10-08,2025-10-08,,"Office Girls","Xiao zi nv hai xiang qian chong",https://www.imdb.com/title/tt4381290/,TV Mini Series,7.0,90,2011,"Romance",233,2011-08-21,,,
108,tt8587122,2025-10-08,2025-10-08,,"Secrets in the Hot Spring","Qie xiao jin jia de lu guan",https://www.imdb.com/title/tt8587122/,Movie,6.1,108,2018,"Comedy, Horror",1063,2018-07-12,"Kuan-Hui Lin",,
109,tt9314996,2025-10-08,2025-10-08,,"Triad Princess","Ji dao qian jin",https://www.imdb.com/title/tt9314996/,TV Series,6.6,,2019,"Action, Adventure, Comedy, Crime, Drama, Romance",1052,2019-12-06,,,
110,tt27445004,2025-10-08,2025-10-08,,"Abang Adik","Abang Adik",https://www.imdb.com/title/tt27445004/,Movie,7.2,115,2023,"Crime, Drama",1953,2023-12-01,"Lay Jin Ong",,
111,tt27671269,2025-10-08,2025-10-08,,"Miss Shampoo","Qing wen hai you na li xu yao jia qiang",https://www.imdb.com/title/tt27671269/,Movie,5.7,120,2023,"Action, Comedy, Drama, Romance",829,2023-07-26,"Giddens Ko",,
112,tt3530668,2025-10-08,2025-10-08,,"Autumn's Concerto","Xia Yi Zhan, Xing Fu",https://www.imdb.com/title/tt3530668/,TV Series,7.8,90,2009,"Drama, Romance",634,2009-10-04,,,
113,tt32915791,2025-10-08,2025-10-08,,"Gatao: Like Father Like Son","Gatao: Like Father Like Son",https://www.imdb.com/title/tt32915791/,Movie,5.7,131,2024,"Action, Crime, Drama",304,2024-08-16,"Jui-Chih Chiang, Hung-i Yao",,
114,tt13105244,2025-10-08,2025-10-08,,"You Are My Destiny","Unmei Kara Hajimaru Koi",https://www.imdb.com/title/tt13105244/,TV Series,6.1,30,2020,"Comedy, Drama, Romance",65,2020-02-12,,,
115,tt8893498,2025-10-08,2025-10-08,,"Shuang cheng gu shi","Shuang cheng gu shi",https://www.imdb.com/title/tt8893498/,TV Series,6.4,,2018,"Drama",190,2018-09-01,,,
116,tt8726116,2025-10-08,2025-10-08,,"A Land Imagined","Huan tu",https://www.imdb.com/title/tt8726116/,Movie,6.2,95,2018,"Drama, Mystery",1612,2019-04-12,"Siew Hua Yeo",,
117,tt4871980,2025-10-08,2025-10-08,,"The Perfect Match","The Perfect Match",https://www.imdb.com/title/tt4871980/,Movie,4.9,96,2016,"Comedy, Romance",4535,2016-03-11,"Bille Woodruff",,
118,tt6131630,2025-10-08,2025-10-08,,"My Sunshine","He Yi Sheng Xiao Mo",https://www.imdb.com/title/tt6131630/,TV Series,6.6,45,2015,"Romance",375,2015-01-10,,,
119,tt10370952,2025-10-08,2025-10-08,,"A Thousand Goodnights","A Thousand Goodnights",https://www.imdb.com/title/tt10370952/,TV Series,7.1,72,2019,"Drama",137,2019-03-29,,,
