Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
88,tt0420332,2025-06-11,2025-06-11,,"Veer-Zaara","Veer-Zaara",https://www.imdb.com/title/tt0420332/,Movie,7.8,192,2004,"Drama, Family, Musical, Romance",63789,2004-11-12,"Yash Chopra",7,2025-09-04
89,tt4434004,2025-06-11,2025-06-11,,"Udta Punjab","Udta Punjab",https://www.imdb.com/title/tt4434004/,Movie,7.7,148,2016,"Crime, Drama",33614,2016-06-17,"Abhishek Chaubey",,
90,tt0347779,2025-06-11,2025-06-11,,"Pinjar","Pinjar: Beyond Boundaries...",https://www.imdb.com/title/tt0347779/,Movie,7.9,188,2003,"Drama",3103,2003-10-24,"Chandra Prakash Dwivedi",,
91,tt0082162,2025-06-11,2025-06-11,,"Chashme Buddoor","Chashme Buddoor",https://www.imdb.com/title/tt0082162/,Movie,7.9,145,1981,"Comedy, Family, Romance",2804,1981-05-08,"Sai Paranjpye",,
92,tt8291224,2025-06-11,2025-06-11,,"Uri: The Surgical Strike","Uri: The Surgical Strike",https://www.imdb.com/title/tt8291224/,Movie,8.2,138,2019,"Action, Drama, History, War",78053,2019-01-11,"Aditya Dhar",,
93,tt4934950,2025-06-11,2025-06-11,,"Guilty","Talvar",https://www.imdb.com/title/tt4934950/,Movie,8.1,132,2015,"Crime, Drama, Mystery, Thriller",41299,2015-10-02,"Meghna Gulzar",,
94,tt7218518,2025-06-11,2025-06-11,,"Pad Man","Pad Man",https://www.imdb.com/title/tt7218518/,Movie,7.8,140,2018,"Comedy, Drama",31613,2018-02-09,"R Balki",,
95,tt5713232,2025-06-11,2025-06-11,,"Madaari","Madaari",https://www.imdb.com/title/tt5713232/,Movie,7.6,133,2016,"Drama, Thriller",15783,2016-07-22,"Nishikant Kamat",,
96,tt0109117,2025-06-11,2025-06-11,,"Andaz Apna Apna","Andaz Apna Apna",https://www.imdb.com/title/tt0109117/,Movie,8.0,160,1994,"Action, Comedy, Romance",57257,1994-11-04,"Rajkumar Santoshi",,
97,tt10895576,2025-06-11,2025-06-11,,"Mimi","Mimi",https://www.imdb.com/title/tt10895576/,Movie,7.8,132,2021,"Comedy, Drama",45292,2021-07-26,"Rajesh Bhatia, Sushma Sunam, Laxman Utekar",,
98,tt1805263,2025-06-11,2025-06-11,,"I Am Kalam","I Am Kalam",https://www.imdb.com/title/tt1805263/,Movie,7.9,88,2010,"Comedy, Drama",5116,2011-08-05,"Nila Madhab Panda",,
99,tt7098658,2025-06-11,2025-06-11,,"Raazi","Raazi",https://www.imdb.com/title/tt7098658/,Movie,7.7,138,2018,"Action, Drama, Thriller",35694,2018-05-11,"Meghna Gulzar",,
100,tt8130968,2025-06-11,2025-06-11,,"Badla","Badla",https://www.imdb.com/title/tt8130968/,Movie,7.7,118,2019,"Crime, Drama, Mystery, Thriller",33170,2019-03-08,"Sujoy Ghosh",,
